step	vlm_group_size	expert_group_size	vlm_grad_norm	expert_grad_norm_before_clip	expert_grad_norm_after_clip	expert_clip_threshold	expert_clip_scale	expert_clip_applied	expert_clip_skipped_no_vlm
3390	180	76	0.44432223	0.18859565	0.18859565	0.44432223	1.00000000	0	0
3400	180	76	0.50146186	0.21570265	0.21570265	0.50146186	1.00000000	0	0
3410	180	76	0.40244216	0.15678009	0.15678009	0.40244216	1.00000000	0	0
3420	180	76	0.56325096	0.20575994	0.20575994	0.56325096	1.00000000	0	0
3430	180	76	0.83278626	0.29321301	0.29321301	0.83278626	1.00000000	0	0
3440	180	76	0.54245842	0.20676093	0.20676093	0.54245842	1.00000000	0	0
3450	180	76	0.75674015	0.28552780	0.28552780	0.75674015	1.00000000	0	0
3460	180	76	1.09639835	0.42608705	0.42608705	1.09639835	1.00000000	0	0
3470	180	76	0.36035413	0.15425093	0.15425093	0.36035413	1.00000000	0	0
3480	180	76	0.25449920	0.11831771	0.11831771	0.25449920	1.00000000	0	0
3490	180	76	0.29794320	0.12217785	0.12217785	0.29794320	1.00000000	0	0
3500	180	76	0.32568946	0.12445305	0.12445305	0.32568946	1.00000000	0	0
3510	180	76	0.43331504	0.18258916	0.18258916	0.43331504	1.00000000	0	0
3520	180	76	0.36665845	0.15653427	0.15653427	0.36665845	1.00000000	0	0
3530	180	76	0.26910585	0.12025572	0.12025572	0.26910585	1.00000000	0	0
3540	180	76	0.65587026	0.23949498	0.23949498	0.65587026	1.00000000	0	0
3550	180	76	0.34823942	0.15734906	0.15734906	0.34823942	1.00000000	0	0
3560	180	76	0.32936907	0.14180978	0.14180978	0.32936907	1.00000000	0	0
3570	180	76	0.49044964	0.17726305	0.17726305	0.49044964	1.00000000	0	0
3580	180	76	0.71720660	0.28773880	0.28773880	0.71720660	1.00000000	0	0
3590	180	76	0.29175341	0.11488137	0.11488137	0.29175341	1.00000000	0	0
3600	180	76	0.70872986	0.27279064	0.27279064	0.70872986	1.00000000	0	0
3610	180	76	0.28676727	0.14289829	0.14289829	0.28676727	1.00000000	0	0
3620	180	76	0.36376110	0.14264585	0.14264585	0.36376110	1.00000000	0	0
3630	180	76	0.42377576	0.17009136	0.17009136	0.42377576	1.00000000	0	0
3640	180	76	0.39891943	0.15123752	0.15123752	0.39891943	1.00000000	0	0
3650	180	76	0.46460423	0.17076971	0.17076971	0.46460423	1.00000000	0	0
3660	180	76	0.69818437	0.27406165	0.27406165	0.69818437	1.00000000	0	0
3670	180	76	0.49354127	0.20230426	0.20230426	0.49354127	1.00000000	0	0
3680	180	76	0.39807302	0.17241894	0.17241894	0.39807302	1.00000000	0	0
3690	180	76	0.39920920	0.16751692	0.16751692	0.39920920	1.00000000	0	0
3700	180	76	0.61435378	0.23025580	0.23025580	0.61435378	1.00000000	0	0
3710	180	76	0.54562008	0.20966779	0.20966779	0.54562008	1.00000000	0	0
3720	180	76	0.40687200	0.16505516	0.16505516	0.40687200	1.00000000	0	0
3730	180	76	0.47132531	0.18487708	0.18487708	0.47132531	1.00000000	0	0
3740	180	76	0.40315509	0.17918830	0.17918830	0.40315509	1.00000000	0	0
3750	180	76	0.36921933	0.14956990	0.14956990	0.36921933	1.00000000	0	0
3760	180	76	0.37930310	0.16745917	0.16745917	0.37930310	1.00000000	0	0
3770	180	76	0.57111138	0.19669145	0.19669145	0.57111138	1.00000000	0	0
3780	180	76	0.53799564	0.19170390	0.19170390	0.53799564	1.00000000	0	0
3790	180	76	0.55810666	0.23079675	0.23079675	0.55810666	1.00000000	0	0
3800	180	76	0.35062823	0.13788275	0.13788275	0.35062823	1.00000000	0	0
3810	180	76	0.47575131	0.17571746	0.17571746	0.47575131	1.00000000	0	0
3820	180	76	0.48338112	0.20974781	0.20974781	0.48338112	1.00000000	0	0
3830	180	76	0.52280855	0.19239238	0.19239238	0.52280855	1.00000000	0	0
3840	180	76	0.47039518	0.19131199	0.19131199	0.47039518	1.00000000	0	0
3850	180	76	0.50752032	0.21635506	0.21635506	0.50752032	1.00000000	0	0
3860	180	76	0.29815176	0.13009316	0.13009316	0.29815176	1.00000000	0	0
3870	180	76	0.29570156	0.13300185	0.13300185	0.29570156	1.00000000	0	0
3880	180	76	0.36581150	0.15823354	0.15823354	0.36581150	1.00000000	0	0
3890	180	76	0.36568880	0.13260925	0.13260925	0.36568880	1.00000000	0	0
3900	180	76	0.42474473	0.16063605	0.16063605	0.42474473	1.00000000	0	0
3910	180	76	0.44786236	0.16748774	0.16748774	0.44786236	1.00000000	0	0
3920	180	76	0.32632750	0.15288520	0.15288520	0.32632750	1.00000000	0	0
3930	180	76	0.27429602	0.11143379	0.11143379	0.27429602	1.00000000	0	0
3940	180	76	0.69709295	0.26618496	0.26618496	0.69709295	1.00000000	0	0
3950	180	76	0.38527662	0.15439570	0.15439570	0.38527662	1.00000000	0	0
3960	180	76	0.52640647	0.23140797	0.23140797	0.52640647	1.00000000	0	0
3970	180	76	0.43538707	0.18056181	0.18056181	0.43538707	1.00000000	0	0
3980	180	76	0.56922537	0.29315138	0.29315138	0.56922537	1.00000000	0	0
3990	180	76	0.73672974	0.26135626	0.26135626	0.73672974	1.00000000	0	0
4000	180	76	0.61891252	0.24107723	0.24107723	0.61891252	1.00000000	0	0
4010	180	76	0.34818730	0.14997652	0.14997652	0.34818730	1.00000000	0	0
4020	180	76	0.33769521	0.14075041	0.14075041	0.33769521	1.00000000	0	0
4030	180	76	0.26152217	0.14317533	0.14317533	0.26152217	1.00000000	0	0
4040	180	76	0.58203560	0.21595995	0.21595995	0.58203560	1.00000000	0	0
4050	180	76	0.35554102	0.21363962	0.21363962	0.35554102	1.00000000	0	0
4060	180	76	0.48960865	0.17787817	0.17787817	0.48960865	1.00000000	0	0
4070	180	76	0.40919361	0.16163157	0.16163157	0.40919361	1.00000000	0	0
4080	180	76	0.40477973	0.16807050	0.16807050	0.40477973	1.00000000	0	0
4090	180	76	0.39092147	0.18098451	0.18098451	0.39092147	1.00000000	0	0
4100	180	76	0.34892690	0.16495244	0.16495244	0.34892690	1.00000000	0	0
4110	180	76	0.53905332	0.24885054	0.24885054	0.53905332	1.00000000	0	0
4120	180	76	0.59865963	0.25412521	0.25412521	0.59865963	1.00000000	0	0
4130	180	76	0.46773466	0.19387899	0.19387899	0.46773466	1.00000000	0	0
4140	180	76	0.28305188	0.12824266	0.12824266	0.28305188	1.00000000	0	0
4150	180	76	0.35029444	0.16556005	0.16556005	0.35029444	1.00000000	0	0
4160	180	76	0.36477005	0.16091356	0.16091356	0.36477005	1.00000000	0	0
4170	180	76	0.27649054	0.15223132	0.15223132	0.27649054	1.00000000	0	0
4180	180	76	0.37552765	0.16950156	0.16950156	0.37552765	1.00000000	0	0
4190	180	76	0.34467167	0.15498100	0.15498100	0.34467167	1.00000000	0	0
4200	180	76	0.46470633	0.17661206	0.17661206	0.46470633	1.00000000	0	0
4210	180	76	0.32256928	0.15535446	0.15535446	0.32256928	1.00000000	0	0
4220	180	76	0.56402153	0.26105854	0.26105854	0.56402153	1.00000000	0	0
4230	180	76	0.38037381	0.19231923	0.19231923	0.38037381	1.00000000	0	0
4240	180	76	0.29102087	0.13886411	0.13886411	0.29102087	1.00000000	0	0
4250	180	76	0.62430042	0.29018912	0.29018912	0.62430042	1.00000000	0	0
4260	180	76	0.37217823	0.16296910	0.16296910	0.37217823	1.00000000	0	0
4270	180	76	0.57485396	0.20677525	0.20677525	0.57485396	1.00000000	0	0
4280	180	76	0.29474199	0.13489090	0.13489090	0.29474199	1.00000000	0	0
4290	180	76	0.66611189	0.26776925	0.26776925	0.66611189	1.00000000	0	0
4300	180	76	0.34204322	0.17387971	0.17387971	0.34204322	1.00000000	0	0
4310	180	76	0.92279857	0.38529596	0.38529596	0.92279857	1.00000000	0	0
4320	180	76	0.55488920	0.23721524	0.23721524	0.55488920	1.00000000	0	0
4330	180	76	0.50158453	0.22364742	0.22364742	0.50158453	1.00000000	0	0
4340	180	76	0.41567817	0.21140890	0.21140890	0.41567817	1.00000000	0	0
4350	180	76	0.39464450	0.17803296	0.17803296	0.39464450	1.00000000	0	0
4360	180	76	0.31412759	0.12442181	0.12442181	0.31412759	1.00000000	0	0
4370	180	76	0.34836099	0.14024778	0.14024778	0.34836099	1.00000000	0	0
4380	180	76	0.55439395	0.20854002	0.20854002	0.55439395	1.00000000	0	0
4390	180	76	0.42866015	0.20142536	0.20142536	0.42866015	1.00000000	0	0
4400	180	76	0.52376217	0.24917361	0.24917361	0.52376217	1.00000000	0	0
4410	180	76	0.46241808	0.19069955	0.19069955	0.46241808	1.00000000	0	0
4420	180	76	0.42848602	0.17748155	0.17748155	0.42848602	1.00000000	0	0
4430	180	76	0.53832591	0.17566605	0.17566605	0.53832591	1.00000000	0	0
4440	180	76	0.35517004	0.16084972	0.16084972	0.35517004	1.00000000	0	0
4450	180	76	0.32267621	0.14988282	0.14988282	0.32267621	1.00000000	0	0
4460	180	76	0.42041108	0.17280185	0.17280185	0.42041108	1.00000000	0	0
4470	180	76	0.38238388	0.18156689	0.18156689	0.38238388	1.00000000	0	0
4480	180	76	0.48382798	0.18817423	0.18817423	0.48382798	1.00000000	0	0
4490	180	76	0.37672308	0.17296311	0.17296311	0.37672308	1.00000000	0	0
4500	180	76	0.61257994	0.27486980	0.27486980	0.61257994	1.00000000	0	0
4510	180	76	0.51494414	0.21794814	0.21794814	0.51494414	1.00000000	0	0
4520	180	76	0.78383583	0.28230441	0.28230441	0.78383583	1.00000000	0	0
4530	180	76	0.44038171	0.21389931	0.21389931	0.44038171	1.00000000	0	0
4540	180	76	0.34057847	0.16755414	0.16755414	0.34057847	1.00000000	0	0
4550	180	76	0.29686117	0.13921404	0.13921404	0.29686117	1.00000000	0	0
4560	180	76	0.52302349	0.20378861	0.20378861	0.52302349	1.00000000	0	0
4570	180	76	0.60176307	0.19552626	0.19552626	0.60176307	1.00000000	0	0
4580	180	76	0.30201361	0.13728380	0.13728380	0.30201361	1.00000000	0	0
4590	180	76	0.37592798	0.20785405	0.20785405	0.37592798	1.00000000	0	0
4600	180	76	0.67151594	0.22863911	0.22863911	0.67151594	1.00000000	0	0
4610	180	76	0.46426439	0.17970417	0.17970417	0.46426439	1.00000000	0	0
4620	180	76	0.24784197	0.12171675	0.12171675	0.24784197	1.00000000	0	0
4630	180	76	0.32169244	0.16142537	0.16142537	0.32169244	1.00000000	0	0
4640	180	76	0.61985523	0.23478383	0.23478383	0.61985523	1.00000000	0	0
4650	180	76	0.37478325	0.15198880	0.15198880	0.37478325	1.00000000	0	0
4660	180	76	0.47629720	0.19132468	0.19132468	0.47629720	1.00000000	0	0
4670	180	76	0.48618335	0.21157463	0.21157463	0.48618335	1.00000000	0	0
4680	180	76	0.54507720	0.22168753	0.22168753	0.54507720	1.00000000	0	0
4690	180	76	0.45931014	0.18150184	0.18150184	0.45931014	1.00000000	0	0
4700	180	76	0.34576088	0.15599042	0.15599042	0.34576088	1.00000000	0	0
4710	180	76	0.45225278	0.16164523	0.16164523	0.45225278	1.00000000	0	0
4720	180	76	0.59770173	0.21086730	0.21086730	0.59770173	1.00000000	0	0
4730	180	76	0.39756316	0.18320784	0.18320784	0.39756316	1.00000000	0	0
4740	180	76	0.48493570	0.17470008	0.17470008	0.48493570	1.00000000	0	0
4750	180	76	0.69225997	0.27174446	0.27174446	0.69225997	1.00000000	0	0
4760	180	76	0.44195533	0.19619378	0.19619378	0.44195533	1.00000000	0	0
4770	180	76	0.49102700	0.24033146	0.24033146	0.49102700	1.00000000	0	0
4780	180	76	0.76448137	0.37750089	0.37750089	0.76448137	1.00000000	0	0
4790	180	76	0.33142969	0.13632609	0.13632609	0.33142969	1.00000000	0	0
4800	180	76	0.45193490	0.19622767	0.19622767	0.45193490	1.00000000	0	0
4810	180	76	0.62898040	0.25952241	0.25952241	0.62898040	1.00000000	0	0
4820	180	76	0.37788892	0.16894871	0.16894871	0.37788892	1.00000000	0	0
4830	180	76	0.35082534	0.18220493	0.18220493	0.35082534	1.00000000	0	0
4840	180	76	0.31249869	0.17661561	0.17661561	0.31249869	1.00000000	0	0
4850	180	76	0.32642731	0.16501227	0.16501227	0.32642731	1.00000000	0	0
4860	180	76	0.56775075	0.23001532	0.23001532	0.56775075	1.00000000	0	0
4870	180	76	0.26576009	0.14431089	0.14431089	0.26576009	1.00000000	0	0
4880	180	76	0.37230137	0.16526076	0.16526076	0.37230137	1.00000000	0	0
4890	180	76	1.66942585	0.72850990	0.72850990	1.66942585	1.00000000	0	0
4900	180	76	0.65587121	0.25409684	0.25409684	0.65587121	1.00000000	0	0
4910	180	76	0.41592854	0.20392045	0.20392045	0.41592854	1.00000000	0	0
4920	180	76	0.48709333	0.21475977	0.21475977	0.48709333	1.00000000	0	0
4930	180	76	0.36109099	0.18041284	0.18041284	0.36109099	1.00000000	0	0
4940	180	76	0.64912647	0.24183659	0.24183659	0.64912647	1.00000000	0	0
4950	180	76	0.32343221	0.14091140	0.14091140	0.32343221	1.00000000	0	0
4960	180	76	0.53921890	0.24177620	0.24177620	0.53921890	1.00000000	0	0
4970	180	76	0.43180931	0.17342268	0.17342268	0.43180931	1.00000000	0	0
4980	180	76	0.33032200	0.15174590	0.15174590	0.33032200	1.00000000	0	0
4990	180	76	0.77057928	0.28521416	0.28521416	0.77057928	1.00000000	0	0
5000	180	76	0.52461094	0.21552324	0.21552324	0.52461094	1.00000000	0	0
5010	180	76	0.43619466	0.24752305	0.24752305	0.43619466	1.00000000	0	0
5020	180	76	0.38012210	0.17915174	0.17915174	0.38012210	1.00000000	0	0
5030	180	76	0.66638285	0.22960699	0.22960699	0.66638285	1.00000000	0	0
5040	180	76	0.49376836	0.18569843	0.18569843	0.49376836	1.00000000	0	0
5050	180	76	0.52845836	0.26533350	0.26533350	0.52845836	1.00000000	0	0
5060	180	76	0.57462454	0.23684230	0.23684230	0.57462454	1.00000000	0	0
5070	180	76	0.43235940	0.19485281	0.19485281	0.43235940	1.00000000	0	0
5080	180	76	0.65389401	0.27380714	0.27380714	0.65389401	1.00000000	0	0
5090	180	76	0.48634025	0.17582582	0.17582582	0.48634025	1.00000000	0	0
5100	180	76	0.46931762	0.16405903	0.16405903	0.46931762	1.00000000	0	0
5110	180	76	0.63926655	0.24397337	0.24397337	0.63926655	1.00000000	0	0
5120	180	76	0.83435088	0.34236851	0.34236851	0.83435088	1.00000000	0	0
5130	180	76	0.49939716	0.21020441	0.21020441	0.49939716	1.00000000	0	0
5140	180	76	0.35335788	0.20008889	0.20008889	0.35335788	1.00000000	0	0
5150	180	76	0.59034044	0.24894267	0.24894267	0.59034044	1.00000000	0	0
5160	180	76	0.87371820	0.38518092	0.38518092	0.87371820	1.00000000	0	0
5170	180	76	0.39252332	0.15893267	0.15893267	0.39252332	1.00000000	0	0
5180	180	76	0.38416433	0.15583934	0.15583934	0.38416433	1.00000000	0	0
5190	180	76	0.36954734	0.16290614	0.16290614	0.36954734	1.00000000	0	0
5200	180	76	0.35686913	0.18522614	0.18522614	0.35686913	1.00000000	0	0
5210	180	76	0.40661895	0.15938084	0.15938084	0.40661895	1.00000000	0	0
5220	180	76	0.52938890	0.23518689	0.23518689	0.52938890	1.00000000	0	0
5230	180	76	0.58259004	0.29533371	0.29533371	0.58259004	1.00000000	0	0
5240	180	76	0.62891155	0.31257716	0.31257716	0.62891155	1.00000000	0	0
5250	180	76	0.83381438	0.32310498	0.32310498	0.83381438	1.00000000	0	0
5260	180	76	0.45980343	0.20461676	0.20461676	0.45980343	1.00000000	0	0
5270	180	76	0.49086937	0.20605524	0.20605524	0.49086937	1.00000000	0	0
5280	180	76	0.39126429	0.21298730	0.21298730	0.39126429	1.00000000	0	0
5290	180	76	0.40385109	0.17334513	0.17334513	0.40385109	1.00000000	0	0
5300	180	76	0.42531943	0.17496145	0.17496145	0.42531943	1.00000000	0	0
5310	180	76	0.44447345	0.18655334	0.18655334	0.44447345	1.00000000	0	0
5320	180	76	0.37238255	0.14866430	0.14866430	0.37238255	1.00000000	0	0
5330	180	76	0.44938073	0.19088261	0.19088261	0.44938073	1.00000000	0	0
5340	180	76	0.45941550	0.24323900	0.24323900	0.45941550	1.00000000	0	0
5350	180	76	0.87352371	0.32019877	0.32019877	0.87352371	1.00000000	0	0
5360	180	76	0.33073887	0.13001417	0.13001417	0.33073887	1.00000000	0	0
5370	180	76	0.28402281	0.13904645	0.13904645	0.28402281	1.00000000	0	0
5380	180	76	0.49301082	0.25678173	0.25678173	0.49301082	1.00000000	0	0
5390	180	76	0.43028522	0.21247359	0.21247359	0.43028522	1.00000000	0	0
5400	180	76	1.16151810	0.50223380	0.50223380	1.16151810	1.00000000	0	0
5410	180	76	0.48500028	0.15927945	0.15927945	0.48500028	1.00000000	0	0
5420	180	76	0.34182724	0.17742909	0.17742909	0.34182724	1.00000000	0	0
5430	180	76	0.42831805	0.19572926	0.19572926	0.42831805	1.00000000	0	0
5440	180	76	0.37280726	0.17265098	0.17265098	0.37280726	1.00000000	0	0
5450	180	76	0.39594442	0.17828846	0.17828846	0.39594442	1.00000000	0	0
5460	180	76	0.55015141	0.29254851	0.29254851	0.55015141	1.00000000	0	0
5470	180	76	0.49817359	0.21102627	0.21102627	0.49817359	1.00000000	0	0
5480	180	76	0.40748307	0.18166552	0.18166552	0.40748307	1.00000000	0	0
5490	180	76	0.42441726	0.16366467	0.16366467	0.42441726	1.00000000	0	0
5500	180	76	0.39459589	0.16293970	0.16293970	0.39459589	1.00000000	0	0
5510	180	76	0.30318800	0.12703037	0.12703037	0.30318800	1.00000000	0	0
5520	180	76	0.32861969	0.14817844	0.14817844	0.32861969	1.00000000	0	0
5530	180	76	0.24856122	0.11839005	0.11839005	0.24856122	1.00000000	0	0
5540	180	76	0.68516105	0.31287262	0.31287262	0.68516105	1.00000000	0	0
5550	180	76	0.43943903	0.23674411	0.23674411	0.43943903	1.00000000	0	0
5560	180	76	0.39947650	0.16343275	0.16343275	0.39947650	1.00000000	0	0
5570	180	76	0.60593724	0.30100989	0.30100989	0.60593724	1.00000000	0	0
5580	180	76	0.80335134	0.33823955	0.33823955	0.80335134	1.00000000	0	0
5590	180	76	0.43587312	0.17900203	0.17900203	0.43587312	1.00000000	0	0
5600	180	76	0.31935602	0.12929524	0.12929524	0.31935602	1.00000000	0	0
5610	180	76	0.49722481	0.22181971	0.22181971	0.49722481	1.00000000	0	0
5620	180	76	0.53681725	0.20654216	0.20654216	0.53681725	1.00000000	0	0
5630	180	76	0.44743532	0.20661433	0.20661433	0.44743532	1.00000000	0	0
5640	180	76	0.59293723	0.23242834	0.23242834	0.59293723	1.00000000	0	0
5650	180	76	0.38732639	0.20141535	0.20141535	0.38732639	1.00000000	0	0
5660	180	76	0.61531478	0.30016112	0.30016112	0.61531478	1.00000000	0	0
5670	180	76	0.40703231	0.20271474	0.20271474	0.40703231	1.00000000	0	0
5680	180	76	0.51822174	0.24532308	0.24532308	0.51822174	1.00000000	0	0
5690	180	76	0.34677821	0.14623243	0.14623243	0.34677821	1.00000000	0	0
5700	180	76	0.58945113	0.23720697	0.23720697	0.58945113	1.00000000	0	0
5710	180	76	0.40911701	0.17533630	0.17533630	0.40911701	1.00000000	0	0
5720	180	76	0.44188946	0.21383734	0.21383734	0.44188946	1.00000000	0	0
5730	180	76	0.49568057	0.23273800	0.23273800	0.49568057	1.00000000	0	0
5740	180	76	0.31142512	0.16394763	0.16394763	0.31142512	1.00000000	0	0
5750	180	76	0.25657815	0.14315625	0.14315625	0.25657815	1.00000000	0	0
5760	180	76	0.45451447	0.20660815	0.20660815	0.45451447	1.00000000	0	0
5770	180	76	0.34370536	0.17343564	0.17343564	0.34370536	1.00000000	0	0
5780	180	76	0.76870728	0.38808340	0.38808340	0.76870728	1.00000000	0	0
5790	180	76	0.30714568	0.14549705	0.14549705	0.30714568	1.00000000	0	0
5800	180	76	0.44117269	0.20244408	0.20244408	0.44117269	1.00000000	0	0
5810	180	76	0.54318023	0.24921322	0.24921322	0.54318023	1.00000000	0	0
5820	180	76	0.65579581	0.26194140	0.26194140	0.65579581	1.00000000	0	0
5830	180	76	0.37874222	0.17033204	0.17033204	0.37874222	1.00000000	0	0
5840	180	76	0.58639419	0.22725706	0.22725706	0.58639419	1.00000000	0	0
5850	180	76	0.57945323	0.22285153	0.22285153	0.57945323	1.00000000	0	0
5860	180	76	0.33085117	0.17452143	0.17452143	0.33085117	1.00000000	0	0
5870	180	76	0.40447262	0.18763092	0.18763092	0.40447262	1.00000000	0	0
5880	180	76	0.42785546	0.17788595	0.17788595	0.42785546	1.00000000	0	0
5890	180	76	0.65338981	0.29948303	0.29948303	0.65338981	1.00000000	0	0
5900	180	76	0.27175206	0.13060361	0.13060361	0.27175206	1.00000000	0	0
5910	180	76	0.42329440	0.20074332	0.20074332	0.42329440	1.00000000	0	0
5920	180	76	0.59280545	0.23350438	0.23350438	0.59280545	1.00000000	0	0
5930	180	76	0.35839188	0.15349433	0.15349433	0.35839188	1.00000000	0	0
5940	180	76	0.66544300	0.32924104	0.32924104	0.66544300	1.00000000	0	0
5950	180	76	0.50808251	0.20242339	0.20242339	0.50808251	1.00000000	0	0
5960	180	76	0.48954260	0.20335166	0.20335166	0.48954260	1.00000000	0	0
5970	180	76	0.44135937	0.24352814	0.24352814	0.44135937	1.00000000	0	0
5980	180	76	0.53911650	0.35075763	0.35075763	0.53911650	1.00000000	0	0
5990	180	76	0.36925048	0.14488800	0.14488800	0.36925048	1.00000000	0	0
6000	180	76	0.30699378	0.13746610	0.13746610	0.30699378	1.00000000	0	0
6010	180	76	0.40588143	0.19360177	0.19360177	0.40588143	1.00000000	0	0
6020	180	76	0.45450842	0.18947382	0.18947382	0.45450842	1.00000000	0	0
6030	180	76	0.54197472	0.22821967	0.22821967	0.54197472	1.00000000	0	0
6040	180	76	0.39208281	0.18163419	0.18163419	0.39208281	1.00000000	0	0
6050	180	76	0.98166466	0.37574399	0.37574399	0.98166466	1.00000000	0	0
6060	180	76	0.52720630	0.27952921	0.27952921	0.52720630	1.00000000	0	0
6070	180	76	0.35430709	0.14730962	0.14730962	0.35430709	1.00000000	0	0
6080	180	76	0.60400403	0.25331959	0.25331959	0.60400403	1.00000000	0	0
6090	180	76	0.57681507	0.30322659	0.30322659	0.57681507	1.00000000	0	0
6100	180	76	0.37041703	0.18648875	0.18648875	0.37041703	1.00000000	0	0
6110	180	76	0.41942894	0.16421328	0.16421328	0.41942894	1.00000000	0	0
6120	180	76	0.37294975	0.18805301	0.18805301	0.37294975	1.00000000	0	0
6130	180	76	0.41938150	0.19441795	0.19441795	0.41938150	1.00000000	0	0
6140	180	76	0.46274090	0.19172661	0.19172661	0.46274090	1.00000000	0	0
6150	180	76	0.40986118	0.15116350	0.15116350	0.40986118	1.00000000	0	0
6160	180	76	0.52297890	0.28832474	0.28832474	0.52297890	1.00000000	0	0
6170	180	76	0.52540106	0.20467629	0.20467629	0.52540106	1.00000000	0	0
6180	180	76	0.43022239	0.22834782	0.22834782	0.43022239	1.00000000	0	0
6190	180	76	0.45920926	0.17880709	0.17880709	0.45920926	1.00000000	0	0
6200	180	76	0.54628301	0.26578376	0.26578376	0.54628301	1.00000000	0	0
6210	180	76	0.63572890	0.26161110	0.26161110	0.63572890	1.00000000	0	0
6220	180	76	0.38019097	0.17397916	0.17397916	0.38019097	1.00000000	0	0
6230	180	76	0.71834487	0.27422220	0.27422220	0.71834487	1.00000000	0	0
6240	180	76	0.38809392	0.17002513	0.17002513	0.38809392	1.00000000	0	0
6250	180	76	0.47483298	0.23511526	0.23511526	0.47483298	1.00000000	0	0
6260	180	76	0.39959767	0.19080211	0.19080211	0.39959767	1.00000000	0	0
6270	180	76	0.49280217	0.20632252	0.20632252	0.49280217	1.00000000	0	0
6280	180	76	0.63594329	0.29334855	0.29334855	0.63594329	1.00000000	0	0
6290	180	76	0.32783574	0.14031713	0.14031713	0.32783574	1.00000000	0	0
6300	180	76	0.45740816	0.23508328	0.23508328	0.45740816	1.00000000	0	0
6310	180	76	0.36918429	0.15443341	0.15443341	0.36918429	1.00000000	0	0
6320	180	76	0.90501505	0.34670287	0.34670287	0.90501505	1.00000000	0	0
6330	180	76	0.47012600	0.24114175	0.24114175	0.47012600	1.00000000	0	0
6340	180	76	0.39208892	0.17619532	0.17619532	0.39208892	1.00000000	0	0
6350	180	76	0.45111677	0.19928354	0.19928354	0.45111677	1.00000000	0	0
6360	180	76	0.45198566	0.19641501	0.19641501	0.45198566	1.00000000	0	0
6370	180	76	0.51341248	0.26608863	0.26608863	0.51341248	1.00000000	0	0
6380	180	76	0.57950193	0.26100054	0.26100054	0.57950193	1.00000000	0	0
6390	180	76	0.87093419	0.39683795	0.39683795	0.87093419	1.00000000	0	0
6400	180	76	0.42042497	0.22249937	0.22249937	0.42042497	1.00000000	0	0
6410	180	76	0.36288339	0.20427996	0.20427996	0.36288339	1.00000000	0	0
6420	180	76	0.80353487	0.34578970	0.34578970	0.80353487	1.00000000	0	0
6430	180	76	0.49288392	0.19338872	0.19338872	0.49288392	1.00000000	0	0
6440	180	76	0.33706978	0.16427077	0.16427077	0.33706978	1.00000000	0	0
6450	180	76	0.43102571	0.19751161	0.19751161	0.43102571	1.00000000	0	0
6460	180	76	0.61983168	0.29868305	0.29868305	0.61983168	1.00000000	0	0
6470	180	76	0.37111729	0.16079150	0.16079150	0.37111729	1.00000000	0	0
6480	180	76	0.46509892	0.18575774	0.18575774	0.46509892	1.00000000	0	0
6490	180	76	0.54707819	0.23324853	0.23324853	0.54707819	1.00000000	0	0
6500	180	76	0.52982914	0.20140074	0.20140074	0.52982914	1.00000000	0	0
6510	180	76	0.22901919	0.12191710	0.12191710	0.22901919	1.00000000	0	0
6520	180	76	0.55705631	0.20942004	0.20942004	0.55705631	1.00000000	0	0
6530	180	76	0.44212472	0.18658566	0.18658566	0.44212472	1.00000000	0	0
6540	180	76	0.35500649	0.14468901	0.14468901	0.35500649	1.00000000	0	0
6550	180	76	0.51389557	0.25047562	0.25047562	0.51389557	1.00000000	0	0
6560	180	76	0.27881864	0.15912449	0.15912449	0.27881864	1.00000000	0	0
6570	180	76	0.26819319	0.12629138	0.12629138	0.26819319	1.00000000	0	0
6580	180	76	0.45010272	0.20138414	0.20138414	0.45010272	1.00000000	0	0
6590	180	76	0.38714704	0.15963031	0.15963031	0.38714704	1.00000000	0	0
6600	180	76	0.32948488	0.17004390	0.17004390	0.32948488	1.00000000	0	0
6610	180	76	0.39366013	0.16910271	0.16910271	0.39366013	1.00000000	0	0
6620	180	76	0.61998576	0.31026357	0.31026357	0.61998576	1.00000000	0	0
6630	180	76	0.30902368	0.14654689	0.14654689	0.30902368	1.00000000	0	0
6640	180	76	0.44100723	0.22185315	0.22185315	0.44100723	1.00000000	0	0
6650	180	76	0.45417175	0.16847229	0.16847229	0.45417175	1.00000000	0	0
6660	180	76	0.39270270	0.18127896	0.18127896	0.39270270	1.00000000	0	0
6670	180	76	0.44623253	0.17301381	0.17301381	0.44623253	1.00000000	0	0
6680	180	76	0.28911400	0.12614298	0.12614298	0.28911400	1.00000000	0	0
6690	180	76	0.30133435	0.16080260	0.16080260	0.30133435	1.00000000	0	0
6700	180	76	0.48747817	0.21201614	0.21201614	0.48747817	1.00000000	0	0
6710	180	76	0.50686997	0.17810462	0.17810462	0.50686997	1.00000000	0	0
6720	180	76	0.54936534	0.23422071	0.23422071	0.54936534	1.00000000	0	0
6730	180	76	0.40757692	0.17597114	0.17597114	0.40757692	1.00000000	0	0
6740	180	76	0.84152424	0.32537946	0.32537946	0.84152424	1.00000000	0	0
6750	180	76	0.43352678	0.19264033	0.19264033	0.43352678	1.00000000	0	0
6760	180	76	0.95485306	0.35826227	0.35826227	0.95485306	1.00000000	0	0
6770	180	76	0.29440185	0.15330966	0.15330966	0.29440185	1.00000000	0	0
